Image Id.	Gene Description	EWS-T1	EWS-T2	EWS-T3	EWS-T4	EWS-T6	EWS-T7	EWS-T9	EWS-T11	EWS-T12	EWS-T13	EWS-T14	EWS-T15	EWS-T19	EWS-C8	EWS-C3	EWS-C2	EWS-C4	EWS-C6	EWS-C9	EWS-C7	EWS-C1	EWS-C11	EWS-C10	BL-C5	BL-C6	BL-C7	BL-C8	BL-C1	BL-C2	BL-C3	BL-C4	NB-C1	NB-C2	NB-C3	NB-C6	NB-C12	NB-C7	NB-C4	NB-C5	NB-C10	NB-C11	NB-C9	NB-C8	RMS-C4	RMS-C3	RMS-C9	RMS-C2	RMS-C5	RMS-C6	RMS-C7	RMS-C8	RMS-C10	RMS-C11	RMS-T1	RMS-T4	RMS-T2	RMS-T6	RMS-T7	RMS-T8	RMS-T5	RMS-T3	RMS-T10	RMS-T11	TEST-9	TEST-11	TEST-5	TEST-8	TEST-10	TEST-13	TEST-3	TEST-1	TEST-2	TEST-4	TEST-7	TEST-12	TEST-24	TEST-6	TEST-21	TEST-20	TEST-17	TEST-18	TEST-22	TEST-16	TEST-23	TEST-14	TEST-25	TEST-15	TEST-19
275180	KIAA0220 protein	1.0004	1.2508	2.2831	4.0525	0.7614	0.6384	0.3003	0.2886	0.3059	0.3525	0.4678	0.3785	0.3482	0.2766	0.729	0.8319	1.6335	0.3809	0.3569	0.4485	0.6113	0.4449	0.3554	0.3975	0.3655	0.5769	0.4257	1.2961	1.3938	2.1369	2.0804	2.2362	0.8946	1.1346	0.275	0.3915	0.3296	0.225	0.4139	0.331	0.1998	0.4679	0.6478	0.2026	1.1311	0.5039	0.3054	0.9183	0.251	0.3946	2.3938	0.3949	1.1263	1.8655	1.2664	1.3367	0.1801	0.5465	0.0686	0.5028	1.0408	0.7313	0.3925	0.2679	0.1696	1.5161	0.9648	0.7283	0.6334	0.2236	0.6376	0.4104	1.7841	0.3679	2.0076	1.2055	0.7176	0.3496	0.2613	0.7386	0.476	0.9797	0.6691	0.6445	0.8837	0.9971	0.8951	1.7027
214816	flavin containing monooxygenase 3	0.241	0.2186	0.4631	0.2239	1.4729	1.7641	1.8387	1.4735	1.0221	2.8969	2.9087	2.0165	2.5642	4.8439	0.5004	0.2419	0.3446	2.6209	2.8537	3.3964	0.5115	3.4221	2.705	1.0571	0.5603	0.7222	0.377	0.1745	0.2241	0.2034	0.3103	0.5814	0.4872	0.5185	2.7172	2.2366	2.0815	1.1151	2.9797	2.0031	2.4382	1.5159	1.914	3.0778	2.1594	2.2351	2.2188	2.6007	1.7054	0.9884	0.2821	1.5882	0.2477	0.1827	0.2506	0.1864	2.5129	2.1038	1.9105	2.0634	0.2956	5.7276	4.4327	2.2661	2.6076	0.283	3.966	2.0249	1.652	2.603	3.595	3.5911	2.5097	1.2216	4.1244	0.5152	0.9468	2.8728	1.8309	2.1363	0.7616	2.0425	5.2233	3.7992	4.1732	4.7694	0.8903	3.358
137158	ESTs	0.3863	0.6392	0.7502	0.2432	0.9761	0.9375	0.7516	0.2828	0.3536	0.5237	0.46	0.6848	0.3353	0.189	0.7374	0.4225	0.5504	0.2642	0.2483	0.2395	0.1661	0.2788	0.1021	0.1912	0.113	0.1289	0.1369	0.1274	0.1546	0.1789	0.1995	0.2447	0.2169	0.244	0.134	0.1785	0.1831	0.362	0.1746	0.3456	0.1082	0.1303	0.0891	0.1423	0.3806	0.1455	0.1016	0.1494	0.4547	0.0546	0.5571	0.0204	0.4442	0.3206	0.2434	0.3678	0.1149	0.3878	0.3425	0.3226	0.0803	0.4014	0.2894	0.2459	0.1232	0.4227	0.4217	0.1811	0.2631	0.2226	0.2122	0.1313	0.2671	0.0911	0.3376	0.3732	0.7315	0.5194	0.3573	0.2867	0.1415	0.3725	0.6458	0.5211	0.7493	0.6458	0.2031	0.6427
141314	ribosomal protein S25	0.578	0.1695	0.2403	1.2006	0.5404	0.5093	0.4991	0.2981	0.3797	0.7873	0.2927	0.452	0.2882	0.274	0.3462	0.1486	0.189	0.1829	0.1883	0.2368	0.2659	0.1334	0.059	0.0933	0.5411	0.0959	0.1048	0.1443	0.1435	0.0821	0.3432	0.2329	0.2041	0.2678	0.1742	0.188	0.1458	0.1463	0.2266	0.3024	0.4649	0.312	0.1759	0.009	1.2556	1.6705	0.1975	0.7426	0.0629	0.3577	0.8891	0.2632	0.5669	0.4479	0.793	0.8516	0.1919	0.1372	0.8202	0.963	0.349	1.047	0.7329	1.3159	0.1146	1.9361	0.1713	1.2978	5.0707	0.473	0.1953	0.1117	0.5669	0.1392	0.3768	2.1931	0.243	0.7808	0.5221	0.762	0.2144	0.2622	0.3384	0.6981	0.3601	0.6274	0.22	0.5547
307532	eukaryotic translation initiation factor 4A, isoform 2	0.4	0.2286	0.5205	0.1346	1.0492	1.0617	0.4839	0.5427	0.5204	0.2446	0.4014	0.3719	0.4302	0.2041	0.2973	0.1757	1.2274	0.3536	0.3264	0.6598	0.2104	0.2236	0.1586	0.8511	1.1715	0.3903	0.3275	0.4956	0.2207	0.2831	0.6368	0.3069	0.4321	0.2154	0.5444	0.5014	0.3438	0.6957	0.5516	0.4931	0.2159	0.303	0.3473	0.1796	0.483	0.2178	0.249	0.3712	0.3126	0.224	0.3531	0.1373	0.6756	0.3362	0.2275	0.2606	0.3564	0.3399	0.2475	8.3337	0.1285	0.3149	0.4204	0.3165	0.2497	0.2886	0.4831	0.298	0.6558	0.2558	0.1254	0.1266	0.2728	0.2223	0.9246	0.2206	0.3681	0.2426	0.3258	0.2286	0.4588	1.1406	0.397	0.5609	0.5386	0.3471	0.7481	0.6831
278501	FYN oncogene related to SRC, FGR, YES	0.8543	0.4962	0.8531	0.3865	1.0517	0.9777	0.8463	0.645	0.6518	1.702	1.4688	0.9678	1.5225	0.3015	0.9226	0.7413	1.6526	0.6474	0.631	0.3205	1.291	0.4199	0.5078	0.7434	0.5583	0.5805	0.6271	0.3576	0.5764	0.4679	0.8517	0.7847	0.7452	0.3649	1.9282	1.2957	0.7334	2.1986	2.2357	1.8147	0.8867	1.3701	1.1722	1.243	0.6822	0.2716	0.8757	0.2318	0.411	0.4426	0.6673	0.3755	1.978	0.5885	1.23	0.4186	1.7008	1.3951	1.6945	0.6811	1.7852	1.2676	0.4916	0.5451	0.5326	0.5761	1.1339	1.6092	0.5022	1.0393	1.1351	0.4837	0.4528	0.3311	0.3814	0.6011	0.6385	1.6878	0.6978	0.6541	0.3	1.0872	2.69	2.5123	4.2433	2.2187	1.0435	1.7509
324861	epidermal growth factor receptor (avian erythroblastic leukemia viral (v-erb-b) oncogene homolog)	0.0766	0.0543	0.1356	0.2117	0.4198	0.1724	0.4812	0.2041	0.0983	0.3782	0.1984	0.2049	0.169	0.0606	0.0605	0.034	0.1013	0.1382	0.1268	0.1556	0.0243	0.0337	0.068	0.0977	0.178	0.4199	0.1513	0.0669	0.0941	0.0686	0.0662	0.1622	0.3236	0.2803	0.1142	0.0525	0.3472	0.1163	0.1164	0.12	0.0565	0.065	0.1599	0.2592	0.4881	0.2159	0.187	0.073	0.0676	0.1224	0.7855	0.0311	0.6261	0.142	0.1385	0.1041	0.3604	0.2759	0.2787	0.4895	0.4032	0.5129	0.2579	0.362	0.2286	0.0817	0.3893	0.3879	0.3096	0.1365	0.1405	0.0802	0.1144	0.0473	0.139	0.2821	0.2355	0.3751	0.5016	0.2961	0.0815	0.5621	0.1022	0.1455	0.1076	0.1158	0.1093	0.2381
809603	ESTs, Weakly similar to cDNA EST EMBL:M89154 comes from this gene [C.elegans]	3.3357	1.3897	1.4364	2.9083	2.8736	2.1312	2.9927	2.326	2.7457	2.9787	2.8894	3.4705	2.5899	3.298	1.7036	1.7756	2.4128	2.7301	3.2654	4.5461	3.2195	2.7628	3.7451	2.9359	3.1263	3.8856	4.2739	4.6209	4.6457	3.443	4.1544	3.3042	3.5686	7.4455	2.9803	3.9136	2.5257	3.0719	3.2701	1.9901	2.5059	3.0371	3.4572	1.9579	2.4899	2.9961	2.8094	1.1272	0.6841	2.306	2.0028	2.1294	2.0326	2.1375	2.4881	2.2535	4.6717	2.109	2.5892	3.7624	3.5216	4.2869	2.2412	0.6611	1.9179	2.3826	8.632	3.5056	1.8743	0.6588	2.9976	1.4616	1.7033	3.8141	2.147	1.9528	2.5983	2.9539	2.6184	1.8311	8.5471	4.236	5.1783	4.0785	4.9247	4.0769	4.2775	5.1921
341588	ESTs, Moderately similar to TRANSLATION INITIATION FACTOR EIF-2B GAMMA SUBUNIT [R.norvegicus]	0.1747	0.219	0.2671	0.6043	1.1864	0.6073	0.4134	0.2622	0.9104	0.2921	0.3977	0.2435	0.2083	0.3309	0.2929	0.1587	0.3116	0.3645	0.4032	0.3187	0.357	0.2329	0.2006	0.1911	0.1731	0.1213	0.1155	0.1116	0.1378	0.0894	0.1995	0.2331	0.201	0.3391	0.4806	0.3574	0.373	0.3292	0.4218	0.2873	0.2749	0.4896	0.43	0.0311	0.7253	0.6845	0.3535	0.2774	0.1709	0.4345	0.5265	0.7021	0.2308	0.2109	0.477	0.3469	0.7053	0.1707	0.5688	0.418	0.5047	0.7489	0.7692	0.2292	0.2387	0.1578	0.2063	0.3545	0.0241	0.5598	0.3242	0.2515	0.3127	0.2124	0.3862	0.6931	0.3055	0.2897	0.4062	0.3535	0.1125	0.1877	0.2118	0.1063	0.1539	0.139	0.188	0.2247
251351	Homo sapiens gene for polyhomeotic 1 homolog, partial cds, exon 15	0.5405	0.7007	0.5267	0.3694	0.8093	0.7422	0.6363	0.3494	0.3053	0.4368	0.8031	0.7618	0.3849	0.354	0.5464	0.2444	0.7262	0.8467	0.8213	0.4569	0.4881	0.8196	0.478	0.8558	0.776	0.5706	0.472	0.2868	0.3291	0.6144	0.6504	0.6975	0.3916	0.4444	0.9829	0.4192	0.5385	0.9574	0.7006	1.6758	0.7686	0.7956	0.6987	0.4893	0.5568	0.297	0.6132	0.3241	0.688	0.5339	1.0625	0.267	0.4453	0.5378	0.3889	0.3532	0.95	0.4062	0.2984	0.3814	0.4881	0.8787	0.3894	0.3281	0.1053	0.5893	0.39	0.5421	0.3147	0.3484	0.2697	0.1762	0.1719	0.1876	0.2896	0.4098	0.7666	0.4332	0.2841	0.4606	0.1734	0.708	0.6794	1.3124	1.6977	0.5162	0.2859	0.3396
504452	protoporphyrinogen oxidase	0.7659	0.8402	0.9441	1.1469	1.3106	1.0767	0.9889	0.5242	0.7778	1.0098	1.2559	1.0898	1.0181	0.4756	0.4959	0.3539	0.5722	0.546	0.5053	0.6904	0.4679	0.4548	0.3584	1.1908	0.8684	0.563	0.6593	0.4622	0.5681	0.6227	0.3571	0.4169	0.4685	0.5108	0.4496	0.3713	0.3649	0.6285	0.696	0.3857	0.7522	0.5637	0.3122	0.6872	0.901	0.838	0.8778	0.5629	0.6439	0.4447	0.4722	0.5842	0.7292	0.4932	0.3836	0.5066	0.7756	0.3519	0.5188	0.5346	0.544	0.4815	0.4844	0.5862	0.7405	0.6403	0.3693	0.3507	0.238	0.1928	0.316	0.3253	0.5945	0.1842	0.5803	0.3579	1.1204	1.0013	0.8302	0.7836	0.2227	0.4069	0.7713	0.7242	0.525	0.7471	0.3544	0.5224
357681	cathepsin G	0.1336	0.2142	0.2945	0.3709	0.2047	0.1593	0.3375	0.3704	0.1332	0.1954	0.1899	0.2226	0.4076	0.1524	0.2893	0.1579	0.2595	0.2656	0.2427	0.1386	0.0645	0.1647	0.1654	0.1832	0.0996	0.1799	0.1285	0.1138	0.1599	0.1144	0.2065	0.1463	0.7133	0.8898	0.1027	0.0877	0.1939	0.1011	0.2201	0.0667	0.0231	0.0732	0.2382	0.2509	0.244	0.2607	0.108	0.1284	0.2175	0.1858	0.1638	0.0385	0.1599	0.2427	0.3877	0.3912	0.2314	0.1856	0.1156	0.3275	0.3109	0.0912	0.1239	0.2034	0.263	0.2486	0.0783	0.2514	0.1084	0.2609	0.0789	0.101	0.1271	0.0538	0.2129	0.3924	0.1959	0.1938	0.2381	0.3535	0.0526	0.0862	0.094	0.0827	0.0693	0.1075	0.1217	0.174
323577	solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)	1.5044	1.0901	1.4639	0.3523	1.5682	2.2063	1.2625	2.5069	3.0007	1.4531	2.3587	1.0893	3.6709	0.7669	0.658	1.8544	1.2648	2.7209	2.8754	0.6939	1.2226	3.5193	2.1963	0.3764	0.6622	0.5879	0.3191	0.8729	1.2729	0.9191	0.6078	1.5022	0.9536	2.1978	1.2551	0.4704	0.9758	1.1773	1.8337	0.9141	1.9505	1.0348	0.6776	1.0428	3.1074	4.2282	2.2268	1.8757	1.7955	2.6686	0.623	2.2533	1.0762	0.9776	1.1384	1.5284	1.4521	1.4155	1.9141	1.9116	0.7904	1.2645	0.6659	0.5752	2.7938	1.0329	0.6427	0.7223	0.4713	0.1948	1.5033	2.2827	1.9176	0.671	0.3864	0.6005	1.539	1.441	3.6533	2.1596	0.339	2.3339	0.5254	0.7637	0.2805	0.8222	0.4201	1.7927
272183	flavin containing monooxygenase 4	0.1821	0.2047	0.3368	0.1905	0.4254	0.6449	0.4227	0.2303	0.3236	0.4493	1.568	0.6743	0.4268	0.3074	0.1185	0.1013	0.1746	0.4344	0.4072	0.1195	0.0965	0.2869	0.4257	0.1192	0.2791	0.5702	0.2269	0.1249	0.1655	0.1889	0.153	0.0975	0.1957	0.2552	0.4378	0.1634	0.114	0.3101	0.3337	0.2846	0.2332	0.1573	0.1868	0.2826	0.3022	0.9406	0.7831	0.3609	0.2217	0.2298	0.0865	0.2235	0.1359	0.1644	0.1718	0.2592	0.3432	0.2578	0.286	0.3145	0.2891	0.1729	0.1152	0.2623	0.2626	0.1443	0.0683	0.3822	0.1053	0.1513	0.084	0.0566	0.1009	0.0516	0.1325	0.3431	1.2276	0.4456	1.2396	0.2401	0.1048	0.2315	0.1267	0.2468	0.1029	0.1812	0.1524	0.2092
323474	ADP-ribosylation factor 1	1.7391	1.8557	0.9921	0.192	0.8082	1.1152	1.3963	1.0202	0.9726	2.031	3.4166	1.0776	5.2701	3.8892	1.633	0.8721	1.0528	2.5002	2.3447	1.9497	0.6742	1.1056	1.7937	3.0935	1.4479	0.8686	0.3313	1.8488	2.7777	2.3669	0.9458	1.2212	0.414	0.3206	1.0976	2.0982	0.7519	0.9062	1.3533	1.37	0.9897	0.2601	1.0967	3.2354	1.906	1.3588	1.2404	1.4836	0.8628	1.2574	0.9053	0.2476	0.8583	1.2308	2.5332	0.7948	2.0197	1.7604	3.5868	2.1393	0.7776	5.1607	6.8682	4.342	5.9889	0.8966	3.811	0.4235	2.8205	1.319	4.2816	7.7114	3.8452	3.1056	2.8883	1.3508	0.646	2.0141	2.9025	2.869	2.414	1.4643	2.664	2.4747	2.8493	1.5381	1.868	0.8719
810753	ESTs, Weakly similar to predicted using Genefinder [C.elegans]	0.7977	0.8733	1.2057	0.2894	0.4248	0.4907	0.3832	0.341	0.2896	0.3558	0.4558	0.2955	0.345	0.2297	0.4736	0.7519	1.9496	0.4412	0.4123	0.4612	1.5034	0.1299	0.5398	1.4126	0.7285	0.5522	0.4029	1.3203	1.2972	0.7338	0.695	1.078	1.0138	0.5348	0.3308	0.7352	0.8398	0.3967	0.2793	0.5839	0.5309	0.4901	0.382	0.5245	0.3875	0.075	0.2373	0.5116	0.738	0.4023	0.7164	0.3424	0.8777	0.4325	1.3316	0.7639	0.4973	0.4783	0.2881	0.6426	0.7143	0.3364	0.6212	0.6876	1.19	1.5859	0.49	0.3588	0.7586	0.2331	0.4493	1.6766	0.7205	0.8174	1.2692	1.118	0.4641	0.3529	0.377	0.4972	0.4548	0.5918	0.4689	0.4718	0.6119	0.337	0.8893	0.2644
66965	aryl hydrocarbon receptor nuclear translocator	0.7745	0.6119	0.4452	0.4376	0.4036	0.5877	0.3455	0.3606	0.299	0.6423	0.8593	0.3619	0.7139	0.5293	0.5252	0.3723	0.2694	0.7561	0.6841	0.456	0.1792	0.1148	0.2932	0.5622	0.576	0.361	0.3267	0.3348	0.67	0.8443	0.3326	0.3813	0.4113	0.4285	0.2892	0.8177	0.3043	0.2376	0.3815	0.49	0.2917	0.5815	0.61	0.434	0.586	0.2727	0.2674	0.7822	0.61	0.3284	0.3808	0.5098	0.3332	0.5305	0.6576	0.3235	0.743	0.4495	0.3862	0.8535	0.2727	1.421	0.1763	0.5447	0.4791	0.3809	0.5414	0.9002	1.328	0.2263	0.7577	0.9559	1.6487	0.1432	0.3411	0.7083	0.8169	0.637	0.3955	1.6768	0.3531	0.6626	0.6066	0.5437	0.8236	0.326	0.5876	0.6014
809507	CD63 antigen (melanoma 1 antigen)	1.4137	0.8993	1.0018	0.4919	0.9007	1.0469	1.4795	1.3234	0.5291	1.8476	1.5377	1.3885	1.4151	1.4019	0.6344	0.452	0.3204	1.1559	1.1008	0.7491	0.1694	0.347	0.8703	0.8013	0.5195	0.6804	0.6096	0.5744	1.2959	1.1333	0.2514	0.4027	1.5461	0.8325	0.4084	0.5089	1.4943	0.5454	0.5645	0.7889	0.7931	0.5354	0.4656	1.045	1.394	0.4907	0.7091	1.164	0.959	0.4482	0.2653	0.5283	0.2735	0.5039	0.8578	0.5138	0.9246	1.5548	0.982	1.418	0.2765	1.0923	0.592	2.2673	1.1212	0.6672	0.911	1.681	2.7156	0.672	0.7189	3.5046	1.0236	0.4275	2.2888	0.7729	1.8909	1.8322	2.9977	1.1216	0.6641	0.5699	0.7937	1.0543	1.0379	0.7371	0.4057	0.5474
323603	ESTs	0.7904	0.5474	0.4353	0.2367	0.434	0.6631	0.8071	0.5436	0.411	0.692	0.6989	0.4743	0.7211	0.9326	0.7796	0.5286	0.3388	0.8009	0.752	0.5494	0.2239	0.4425	0.8106	0.6936	0.546	0.4579	0.4011	0.527	0.8926	0.5349	0.262	0.5369	0.3556	0.3624	0.31	0.8176	0.4377	0.3223	0.5179	0.5202	0.2088	0.3864	0.465	0.8723	0.8724	0.3895	0.436	0.8665	0.9327	0.5112	0.702	0.573	0.9348	0.4416	0.8251	0.4545	0.7223	0.6585	0.6063	0.5599	0.2363	0.9075	0.5383	1.8023	0.7407	0.5478	0.7675	0.4733	0.8562	0.2332	0.9944	1.0218	1.257	0.5488	0.4393	0.7831	0.5833	0.6862	0.8876	0.788	0.5266	0.4791	0.8899	0.43	0.6872	0.4447	0.3174	0.3854
502977	ligase III, DNA, ATP-dependent	0.2045	0.2723	0.3238	0.7221	0.3534	0.3782	0.3576	0.2863	0.2572	0.2253	0.1333	0.1858	0.0871	0.3068	0.2004	0.2893	0.2525	0.2691	0.2522	0.2226	0.5335	0.405	0.3115	0.3251	0.2882	0.1817	0.2333	0.2958	0.7144	0.5364	0.521	1.1411	0.1916	0.3052	0.2749	0.2722	0.1298	0.4541	0.3002	0.6169	0.248	0.3744	0.0905	0.3106	0.3031	0.1842	0.1492	0.402	0.7608	0.4381	1.0678	0.1606	0.5214	0.4379	0.2984	0.8272	0.0724	0.2014	0.525	0.4324	0.4628	0.5424	0.6247	0.3601	0.2548	0.1943	0.3156	0.4595	0.446	0.4317	0.4179	0.3653	0.4675	0.6308	0.3932	0.8039	0.4787	0.2235	0.1677	0.4721	0.2671	0.494	0.3584	0.3614	0.558	0.3483	0.5192	0.4104
365826	growth arrest-specific 1	3.6753	1.9791	1.634	4.2283	1.8296	1.7974	2.0201	2.1226	3.8209	0.7887	2.3358	3.2693	0.258	0.7891	0.6844	2.3525	0.8582	1.5478	1.4987	5.4063	0.0734	1.3744	0.5998	0.0529	0.0997	0.0611	0.0716	0.1193	0.1049	0.0708	0.1625	0.1151	0.1107	1.0353	0.1473	0.2609	0.1299	0.2005	0.0968	0.1353	0.1393	0.2699	0.0793	0.7986	1.1286	1.6631	2.083	0.9074	1.4254	2.2463	2.7923	1.5252	2.4338	2.2032	1.6309	1.869	1.0944	0.9239	2.1231	1.489	0.5715	1.1711	0.385	0.4991	0.0616	0.1065	0.1131	1.8819	0.6507	0.1176	0.1765	0.1563	2.2933	0.0892	1.0126	1.8521	2.4929	0.7821	0.1805	2.9206	0.1395	0.7527	0.2024	0.4723	0.2204	0.3358	0.215	10.9814
782193	thioredoxin	0.4013	0.1725	1.4762	1.5058	1.7337	0.6908	0.5579	0.4428	0.4225	0.4173	0.3074	0.2367	0.2531	0.1623	0.1282	0.0998	0.4531	0.1426	0.1303	0.3032	0.1908	0.0575	0.1206	0.1239	0.052	0.0526	0.0795	0.1084	0.0901	0.1893	0.0977	0.1494	0.1338	0.1417	0.0827	0.1669	0.1027	0.0666	0.1247	0.0728	0.1561	0.1408	0.0558	0.3136	0.4092	0.188	0.2427	0.2809	0.4175	0.3005	0.3288	0.3642	0.3155	0.3188	1.3317	0.4816	0.3599	0.5108	0.5428	0.4297	0.4144	0.6512	0.4832	0.5619	0.1105	0.8927	0.0723	0.5358	0.6596	0.2456	0.0584	0.1008	0.1603	0.1001	1.7495	0.8655	0.537	0.4138	0.3067	0.3623	0.0928	0.3853	0.1529	0.23	0.1399	0.1415	0.1185	1.4127
811585	huntingtin (Huntington disease)	0.2273	0.2376	0.3156	0.6472	0.3694	0.3981	0.4363	0.3125	0.434	0.3177	0.2812	0.3631	0.2013	0.4181	0.4741	0.9189	0.3857	0.3228	0.2961	0.1367	0.3784	0.32	0.3078	0.2969	0.1145	0.3532	0.216	0.3134	0.3844	0.3737	0.6334	0.3859	0.3742	0.2668	0.1768	0.1145	0.2913	0.2938	0.1244	0.2851	0.1022	0.1424	0.1875	0.1733	0.4004	0.2883	0.1292	0.1876	0.1767	0.1558	0.6827	0.0576	0.2856	0.3685	0.1853	0.4596	0.0631	0.2541	0.2546	0.2815	0.2692	0.2364	0.1161	0.3691	0.2199	0.244	0.2307	0.3738	0.1919	0.5746	0.2709	0.0459	0.222	0.0535	0.1106	0.6735	0.6629	0.315	0.2865	0.3519	0.1483	0.1459	0.2118	0.2774	0.2198	0.1541	0.3334	0.4416
302286	wingless-type MMTV integration site family member 2	0.1761	0.1723	0.1779	0.2134	0.2828	0.1782	0.2636	0.2364	0.1432	0.1528	0.2039	0.1548	0.2196	0.1226	0.118	0.0961	0.2327	0.1693	0.1574	0.3121	0.0398	0.0871	0.0956	0.2383	0.2142	0.1832	0.1467	0.1198	0.1208	0.1218	0.1114	0.0717	0.1816	0.2011	0.2032	0.3469	0.1223	0.2337	0.2764	0.2305	0.1842	0.3299	0.1976	0.1698	0.2573	0.1803	0.2201	0.3443	0.1973	0.078	0.1017	0.1388	0.1345	0.1579	0.228	0.1999	0.1634	0.3108	0.1451	0.3123	0.1862	0.2594	0.1987	0.2354	0.1253	0.1286	0.22	0.3351	0.1693	0.1267	0.0747	0.1247	0.1726	0.1256	0.4505	0.4461	0.3748	0.1515	0.1557	0.2084	0.1168	0.1468	0.156	0.1532	0.1605	0.1921	0.1909	0.2496
488276	oxytocin receptor	0.1528	0.3124	0.4915	0.1106	0.2815	0.2887	0.3383	0.2201	0.1385	0.2704	0.3933	0.2108	0.3208	0.1686	0.0821	0.0636	0.5126	0.1339	0.137	0.4128	0.068	0.0799	0.1031	0.3615	0.3418	0.1836	0.1218	0.2068	0.1242	0.0947	0.2711	0.2542	0.1511	0.1204	0.263	0.3437	0.2295	0.3661	0.4404	0.2823	0.2348	0.2632	0.1768	0.2971	0.4164	0.1964	0.2484	0.1487	0.1744	0.0735	0.2234	0.0998	0.6473	0.1313	0.5925	0.3071	0.2644	0.2568	0.1548	0.4051	0.5502	0.2602	0.2779	0.3393	0.2605	1.5385	0.2171	0.2575	0.4482	0.1514	0.0563	0.1515	0.1488	0.1527	0.2604	0.3782	0.2777	0.2682	0.2442	0.1801	0.1743	0.2929	0.2255	0.4029	0.3802	0.2167	0.1481	0.1937
810711	cytochrome b-561	1.2656	0.4604	0.5202	0.2454	1.3071	1.0351	1.8277	0.9477	0.86	7.7745	0.77	1.835	0.8321	1.8269	1.413	1.5154	0.8903	0.7327	0.6504	1.1252	1.0123	1.2596	1.1542	0.66	1.338	0.6929	1.0277	0.9574	2.1063	1.6069	1.5307	1.9102	0.6113	0.5121	1.1631	0.8188	0.5189	2.0149	1.126	0.6564	0.7595	0.4098	0.5797	3.4604	2.5223	0.749	0.6584	1.5041	0.9572	0.9771	2.0557	0.5146	1.5983	0.7386	0.4898	0.4297	0.3478	0.2581	1.0371	0.7337	0.3785	0.4262	1.5984	0.2168	2.5396	3.7775	0.9317	0.1951	0.1503	0.7938	2.8017	1.2542	0.8456	0.7989	1.361	0.4661	0.3824	7.7098	0.4474	0.8017	0.5241	0.113	0.1848	0.2656	0.4145	0.9057	0.6722	0.917
745003	zinc finger protein 76 (expressed in testis)	0.3042	0.2836	0.4689	0.57	0.474	0.3734	0.6622	0.3948	0.3484	0.3796	0.3698	0.5139	0.308	0.3867	0.2384	0.2647	0.3148	0.3476	0.3157	0.3673	0.1579	0.6206	0.4377	0.2679	0.2706	0.4474	0.6432	0.2964	0.3253	0.2262	0.5383	0.1604	0.315	0.2948	0.2824	0.2805	0.2692	0.2892	0.2763	0.3103	0.2326	0.3328	0.3112	0.1708	0.5399	0.4259	0.2381	0.3745	0.5812	0.2445	0.293	0.2024	0.3237	0.4304	0.2854	0.3146	0.1592	0.2157	0.3653	0.7026	0.2081	0.1906	0.4953	0.4952	0.2708	0.1992	0.2084	0.3034	0.2558	0.6047	0.6833	0.4448	0.4842	0.7756	0.6071	0.3773	0.828	0.3764	0.63	0.4427	0.1982	0.1798	0.475	0.2756	0.2295	0.3684	0.4067	0.3283
782427	ESTs	0.514	1.0942	1.1904	1.9329	1.8756	1.095	2.4718	1.0004	1.0274	1.5809	1.1436	1.048	1.1168	0.6392	0.6633	0.6282	0.7033	0.4828	0.4323	0.7962	0.3883	0.7813	0.7191	0.9885	0.7042	1.5397	1.0414	0.253	0.7645	0.9755	0.3622	0.6545	1.058	0.556	0.5766	0.5479	1.0739	0.5484	0.3171	0.8872	0.6275	0.5416	0.6103	0.8351	0.8163	0.418	1.0667	0.3221	0.8293	0.5082	0.8294	0.6273	1.2438	0.7622	0.9556	1.3987	1.5725	1.0777	1.5611	0.9341	1.2964	0.7512	1.4968	0.8853	1.8704	1.7467	0.6099	0.1104	0.5494	1.9292	0.6957	0.515	0.9431	1.6688	1.0253	0.8253	1.0406	1.5678	2.135	1.1069	0.4639	0.802	1.0647	1.3512	0.9581	1.2734	1.0506	0.9109
795309	superoxide dismutase 3, extracellular	0.2439	0.0715	0.252	0.2737	0.9398	0.5011	0.4154	0.3051	0.1084	5.0803	0.561	0.37	0.3859	0.1652	0.0488	0.0671	0.0801	0.3693	0.3474	0.5364	0.0202	0.2236	0.1417	0.4564	0.4028	0.3963	0.4577	0.0826	0.0886	0.094	0.1331	0.0674	0.1058	0.1877	0.4089	0.3868	0.3733	0.2785	0.3031	0.1362	0.4538	0.3238	0.1969	0.2218	0.6405	0.4793	1.1684	0.7253	0.463	0.3	0.0985	0.4299	0.0703	0.2106	0.1604	0.2015	0.3944	0.9077	0.357	0.5286	0.1564	0.1959	0.1755	0.6216	0.3408	0.0764	0.0847	0.4099	0.9003	0.2807	0.1105	0.0787	0.2698	0.084	0.3591	0.4119	0.2707	5.0381	5.3958	0.1894	0.1087	0.2488	0.1977	0.6979	0.2578	0.5476	0.1383	0.3267
